customer_first_name,customer_last_name,order_id,loyalty_level_name,loyalty_level,payment_method,payment_date,store_street_address,store_state,store_zipcode,store_phone,shipment_status,delivery_date,shipment_date,shipment_zipcode,payment_total,invoice_date,representative_phone,representative_email,representative_first_name,representative_last_name,supplier_name,supplier_start_date,supplier_location_state,supplier_location_street,department_name,product_type,product_quantity,unit_price,quantity_in_order,time_of_day,promotion_name,promotion_response,birth_year,Education,marital_status,Income,numberof_children,enrollment_date,Complain,Response,deals
Michael,Oakman,1393,Gold,1,debit card,1/6/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,1/10/2022,1/9/2022,10003,313,1/11/2022,200-802-5289,Libby.Bray@gmail.com,Libby,Bray,Carlton Myers Nursery and Orchard,8/23/2014,OH,82nd & Kinsman rd.,Beverage,Wine,68942,15.69,12,Lunch,Campaign 1,0,1972,PhD,Together,38887,1,2/3/2014,0,0,1
Jack,O'Briant,1394,Bronze,3,credit card,6/6/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,6/10/2022,6/9/2022,33170,435,6/11/2022,367-790-6730,Freya.Robbins@mail.com,Freya,Robbins,A Garden in Every Home,9/16/2014,CO,402 S Neilson Ave,Produce,Fish,69000,10.99,19,Breakfast,Campaign 1,0,1975,2n Cycle,Single,41658,2,9/11/2012,0,0,2
Jack,O'Briant,1395,Bronze,3,credit card,6/11/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,6/15/2022,6/14/2022,33170,386,6/16/2022,335-993-9247,Alma.Conley@gmail.com,Alma,Conley,Green River Farm Millspring,7/27/2014,MI,69676 Cr376 (40th Ave),Produce,Fruits,68931,8.99,45,Dinner,Campaign 2,1,1972,PhD,Married,29791,1,15-05-2014,0,0,2
Karen,Bern,1396,Bronze,3,debit card,3/31/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,4/4/2022,4/3/2022,10003,361,4/5/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Produce,Meats,69752,5.67,38,Lunch,Campaign 3,1,1956,Master,Married,63915,2,30-07-2013,0,0,5
Kristen,Hastings,1397,Bronze,3,venmo,2/17/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,2/21/2022,2/20/2022,76110,165,2/22/2022,930-165-1091,Mary.Vega@gmail.com,Mary,Vega,Lowland Farm,8/29/2014,MI,7964 Daus Rd.,Produce,Fruits,68931,8.99,21,Snack,Campaign 4,0,1974,Graduation,Divorced,39996,2,22-05-2014,0,1,2
Meg,Tillman,1398,Gold,1,cash,3/12/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,3/16/2022,3/15/2022,90020,47,3/17/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,RB Pop Up Farm Stand,7/17/2016,NY,3275 Cold Springs Road,Produce,Meats,69752,5.67,31,Lunch,Campaign 3,1,1972,Graduation,Divorced,26759,1,7/2/2014,0,0,1
Greg,Maxwell,1399,Gold,1,cash,6/20/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,6/24/2022,6/23/2022,33170,351,6/25/2022,440-604-6440,Johnny.Smith@yahoo.com,Johnny,Smith,Family Foods Superstore,8/23/2014,IN,9240 n co rd 30 w,Produce,Fruits,68931,8.99,27,Snack,Campaign 4,1,1968,Master,Divorced,63841,1,21-04-2013,0,0,3
Liz,Pelletier,1400,Gold,1,cash,3/31/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,4/4/2022,4/3/2022,60625,394,4/5/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Produce,Meats,69752,5.67,49,Lunch,Campaign 2,1,1969,PhD,Married,51039,2,10/12/2012,0,0,2
Jonathan,Doherty,1401,Bronze,3,venmo,2/20/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,2/24/2022,2/23/2022,10003,408,2/25/2022,665-662-7472,Kimberley.Sharpe@mail.com,Kimberley,Sharpe,Green Family Farm,4/20/2015,NY,3275 Cold Springs Road,Beverage,Wine,68942,15.69,25,Lunch,Campaign 5,0,1961,Graduation,Married,60544,2,25-08-2012,0,0,2
Jason,Klamczynski,1402,Gold,1,credit card,3/2/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,3/6/2022,3/5/2022,90020,298,3/7/2022,802-065-0912,Natalie.Mcfadden@outlook.com,Natalie,Mcfadden,Acorn Hollow Farm,2/26/2013,SC,1221 Riddle Rd,Beverage,Wine,68942,15.69,28,Dinner,Campaign 2,1,1972,Graduation,Married,65685,1,29-03-2014,0,1,3
Frank,Gastineau,1403,Bronze,3,venmo,6/15/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,6/19/2022,6/18/2022,90020,95,6/20/2022,487-492-4340,Dennis.Smith@gmail.com,Dennis,Smith,King Cole Foods,7/27/2014,VA,2122 Sheep Creek Road,Beverage,Wine,68942,15.69,31,Drink,Campaign 4,1,1953,Graduation,Married,37716,1,21-04-2014,0,0,2
Janet,Lee,1404,Gold,1,venmo,6/6/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,6/10/2022,6/9/2022,33170,213,6/11/2022,673-465-2275,Elizabeth.Pittman@gmail.com,Elizabeth,Pittman,Food Town Supermarket,7/28/2014,IA,2469 Highway 2,Beverage,Wine,68942,15.69,40,Breakfast,Campaign 1,1,1957,Graduation,Single,36864,1,13-08-2012,0,1,2
Rick,Wilson,1405,Gold,1,cash,2/19/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,2/23/2022,2/22/2022,90020,63,2/24/2022,640-589-4719,Erica.Stevens@yahoo.com,Erica,Stevens,A. H. Herb'n Craft Farm,7/26/2014,VA,37938 Charles Town Pike,Produce,Fish,69000,10.99,13,Lunch,Campaign 2,0,1970,Master,Married,44511,1,12/10/2012,0,0,5
Lycoris,Saunders,1406,Gold,1,credit card,5/18/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,5/22/2022,5/21/2022,60625,407,5/23/2022,466-690-5166,Alice.Smith@outlook.com,Alice,Smith,Northfork Ranch,3/22/2015,NH,150 Arbutus Hill Rd,Produce,Meats,69752,5.67,35,Drink,Campaign 3,0,1967,PhD,Married,36947,2,7/8/2012,0,1,0
Grace,Kelly,1407,Gold,1,credit card,5/27/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,5/31/2022,5/30/2022,60625,452,6/1/2022,579-098-9389,Aurora.Sharp@outlook.com,Aurora,Sharp,A Dozen Eggs,7/30/2014,CA,22001 Shenandoah School Road,Beverage,Wine,68942,15.69,26,Drink,Campaign 3,1,1951,Master,Together,47352,1,11/4/2013,0,1,1
Maxwell,Schwartz,1408,Silver,2,credit card,6/2/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,6/6/2022,6/5/2022,60625,463,6/7/2022,506-956-0578,Mary.Frank@inbox.com,Mary,Frank,Beach View Farms,8/4/2014,WI,1670 Mar-El Road,Produce,Fruits,68931,8.99,48,Dinner,Campaign 1,1,1953,Master,Married,67087,1,17-12-2013,0,0,3
Liz,Carlisle,1409,Gold,1,check,7/15/2022,788 S Grand Ave,CA,90017,213-873-4745,Pending,NULL,7/18/2022,90020,112,7/20/2022,594-044-3081,Bo.Griffin@yahoo.com,Bo,Griffin,Brenckle's Organic Farm & Greenhouse,9/15/2014,PA,310 Kunkle Rd,Produce,Fish,69000,10.99,22,Lunch,Campaign 1,1,1950,Graduation,Married,57045,1,8/9/2012,0,0,2
Neil,Knudson,1410,Gold,1,check,5/12/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,5/16/2022,5/15/2022,90020,79,5/17/2022,817-743-2573,Oprah.Delacruz@inbox.com,Oprah,Delacruz,L&A Family Farms,7/23/2014,WA,PO Box 186,Produce,Fish,69000,10.99,24,Snack,Campaign 5,1,1953,PhD,Divorced,36957,2,6/9/2012,0,0,4
Denise,Monton,1411,Bronze,3,check,4/1/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,4/5/2022,4/4/2022,76110,447,4/6/2022,303-662-8628,Megan.Todd@outlook.com,Megan,Todd,Jaybird Farms,9/16/2014,OR,15801 sw roy rogers road,Produce,Fish,69000,10.99,29,Dinner,Campaign 2,1,1977,PhD,Married,69389,1,28-09-2012,0,1,1
Vicky,Freymann,1412,Gold,1,venmo,5/1/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,5/5/2022,5/4/2022,76110,129,5/6/2022,903-987-8861,Douglas.Smith@outlook.com,Douglas,Smith,Pomonok Community-Run Farmers Market,5/28/2016,CO,3424 E. Douglas Road,Produce,Meats,69752,5.67,23,Dinner,Campaign 3,0,1972,Graduation,Married,80134,1,20-05-2013,0,0,7
Lycoris,Saunders,1413,Gold,1,check,4/13/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,4/17/2022,4/16/2022,76110,421,4/18/2022,706-608-2739,Gregory.Rodriguez@gmail.com,Gregory,Rodriguez,McGolrick Park's Down to Earth Farmers Market,7/26/2014,VA,16923 Genito Rd.,Produce,Meats,69752,5.67,48,Dinner,Campaign 4,0,1969,Master,Married,43142,2,18-02-2014,0,1,0
Kelly,Collister,1414,Gold,1,check,2/16/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,2/20/2022,2/19/2022,76110,253,2/21/2022,289-479-3701,Austin.Sexton@yahoo.com,Austin,Sexton,J&W Farm,5/4/2015,MA,1150 West Street,Produce,Fish,69000,10.99,34,Breakfast,Campaign 4,1,1944,Graduation,Married,80589,0,22-01-2014,0,0,8
Dennis,Pardue,1415,Gold,1,check,3/23/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,3/27/2022,3/26/2022,76110,416,3/28/2022,542-843-5089,Cally.Holloway@gmail.com,Cally,Holloway,Cow-U-Met Farm,9/6/2014,CA,10600 Highland Springs Ave.,Produce,Fruits,68931,8.99,14,Lunch,Campaign 1,0,1990,Graduation,Single,34412,1,13-02-2013,0,0,1
Dennis,Pardue,1416,Gold,1,check,6/1/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,6/5/2022,6/4/2022,33170,62,6/6/2022,241-780-6884,Frances.Smith@gmail.com,Frances,Smith,Baker U-Pick Blueberries,10/12/2014,KS,3762 51st Rd.,Produce,Fish,69000,10.99,26,Dinner,Campaign 3,0,1979,Graduation,Single,57537,1,10/6/2013,0,0,1
Gene,Mcclure,1417,Gold,1,check,7/20/2022,3720 Vision Dr,TX,76109,682-316-8040,Pending,NULL,7/23/2022,76110,281,7/25/2022,474-117-4947,Ainsley.Mathis@outlook.com,Ainsley,Mathis,Ridgeview Farm,7/27/2014,WI,7020 Plover Rd (Hwy. 54 E),Produce,Fish,69000,10.99,48,Snack,Campaign 2,0,1966,Basic,Together,22634,0,16-01-2013,0,0,2
Neil,Knudson,1418,Gold,1,credit card,3/21/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,3/25/2022,3/24/2022,33170,478,3/26/2022,335-993-9247,Alma.Conley@gmail.com,Alma,Conley,Green River Farm Millspring,7/27/2014,MI,69676 Cr376 (40th Ave),Produce,Fish,69000,10.99,41,Lunch,Campaign 5,0,1948,Graduation,Together,51315,0,23-02-2014,0,0,4
John,Huston,1419,Gold,1,debit card,4/28/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,5/2/2022,5/1/2022,76110,374,5/3/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Bronkberry Farms,7/29/2014,TN,1442 Globe Road,Produce,Meats,69752,5.67,23,Snack,Campaign 3,0,1972,Graduation,Married,36026,3,16-03-2014,0,1,1
Marybeth,Skach,1420,Bronze,3,credit card,1/19/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,1/23/2022,1/22/2022,10003,327,1/24/2022,594-044-3081,Bo.Griffin@yahoo.com,Bo,Griffin,Brenckle's Organic Farm & Greenhouse,9/15/2014,PA,310 Kunkle Rd,Non Perishables,Sweet,68059,3.89,37,Snack,Campaign 2,0,1973,Graduation,Married,24639,2,28-01-2014,0,0,3
Rick,Wilson,1421,Gold,1,check,1/6/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,1/10/2022,1/9/2022,90020,197,1/11/2022,367-790-6730,Freya.Robbins@mail.com,Freya,Robbins,A Garden in Every Home,9/16/2014,CO,402 S Neilson Ave,Non Perishables,Sweet,68059,3.89,38,Snack,Campaign 3,1,1972,PhD,Together,34578,3,11/4/2014,0,0,5
Anthony,Garverick,1422,Bronze,3,venmo,6/15/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,6/19/2022,6/18/2022,76110,78,6/20/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Hemingway Farms,7/28/2014,WI,W7402 Fox Trail Rd.,Beverage,Wine,68942,15.69,25,Lunch,Campaign 3,0,1972,2n Cycle,Single,65704,0,13-10-2013,0,0,1
Sean,Wendt,1423,Gold,1,venmo,5/21/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,5/25/2022,5/24/2022,76110,354,5/26/2022,656-759-1207,Lucy.Mcknight@inbox.com,Lucy,Mcknight,Charlie's Apples at Windy Hill Apple Farm,3/25/2015,NC,3390 John Adams Road,Produce,Meats,69752,5.67,27,Dinner,Campaign 1,1,1966,Graduation,Single,63810,1,11/11/2012,0,0,1
Lindsay,Castell,1424,Bronze,3,check,3/27/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,3/31/2022,3/30/2022,90020,30,4/1/2022,594-044-3081,Bo.Griffin@yahoo.com,Bo,Griffin,Brenckle's Organic Farm & Greenhouse,9/15/2014,PA,310 Kunkle Rd,Non Perishables,Sweet,68059,3.89,49,Dinner,Campaign 2,0,1969,PhD,Together,54132,1,16-02-2014,0,0,1
Muhammed,Yedwab,1425,Bronze,3,venmo,5/22/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,5/26/2022,5/25/2022,76110,232,5/27/2022,506-956-0578,Mary.Frank@inbox.com,Mary,Frank,Beach View Farms,8/4/2014,WI,1670 Mar-El Road,Produce,Fish,69000,10.99,22,Lunch,Campaign 4,0,1959,Graduation,Married,18690,0,28-12-2012,0,1,3
Justin,Deggeller,1426,Gold,1,check,4/23/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,4/27/2022,4/26/2022,90020,433,4/28/2022,594-044-3081,Bo.Griffin@yahoo.com,Bo,Griffin,Brenckle's Organic Farm & Greenhouse,9/15/2014,PA,310 Kunkle Rd,Produce,Fruits,68931,8.99,25,Breakfast,Campaign 3,0,1970,Graduation,Married,28164,1,4/5/2013,0,0,2
Deirdre,Greer,1427,Bronze,3,check,4/18/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,4/22/2022,4/21/2022,76110,334,4/23/2022,200-802-5289,Libby.Bray@gmail.com,Libby,Bray,Carlton Myers Nursery and Orchard,8/23/2014,OH,82nd & Kinsman rd.,Produce,Fish,69000,10.99,28,Breakfast,Campaign 3,0,1974,PhD,Married,34596,1,13-04-2013,0,0,1
Lindsay,Castell,1428,Bronze,3,venmo,3/29/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,4/2/2022,4/1/2022,10003,153,4/3/2022,474-117-4947,Ainsley.Mathis@outlook.com,Ainsley,Mathis,Ridgeview Farm,7/27/2014,WI,7020 Plover Rd (Hwy. 54 E),Beverage,Wine,68942,15.69,10,Lunch,Campaign 3,0,1972,PhD,Married,43269,1,16-09-2013,0,0,1
Liz,Pelletier,1429,Gold,1,venmo,5/3/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,5/7/2022,5/6/2022,76110,90,5/8/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,RB Pop Up Farm Stand,7/17/2016,NY,3275 Cold Springs Road,Produce,Fish,69000,10.99,41,Dinner,Campaign 1,0,1958,2n Cycle,Single,38741,2,30-03-2014,0,0,2
Craig,Carreira,1430,Gold,1,check,7/14/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Out For Delivery,NULL,7/17/2022,60625,397,7/19/2022,420-956-9711,Evelyn.Kelly@outlook.com,Evelyn,Kelly,Ridge View Farm,8/7/2014,ME,1628 Alna Road,Produce,Fruits,68931,8.99,18,Lunch,Campaign 5,1,1972,Graduation,Single,31907,0,4/3/2013,0,1,3
Matt,Connell,1431,Gold,1,venmo,7/6/2022,4 Union Square S,NY,10003,212-673-5388,Pending,NULL,7/9/2022,10003,335,7/11/2022,755-303-2416,Kyle.Thomas@inbox.com,Kyle,Thomas,JP Family Farms,8/17/2014,AK,1305 N. Smith Rd.,Beverage,Wine,68942,15.69,21,Lunch,Campaign 5,0,1983,Master,Married,27100,1,5/4/2013,0,0,2
Paul,Stevenson,1432,Gold,1,check,4/22/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,4/26/2022,4/25/2022,90020,117,4/27/2022,506-956-0578,Mary.Frank@inbox.com,Mary,Frank,Food Pride Market,7/27/2014,WI,8079 Maurer Road,Produce,Fish,69000,10.99,28,Snack,Campaign 3,0,1973,2n Cycle,Divorced,31163,1,13-02-2014,0,0,7
Greg,Hansen,1433,Gold,1,venmo,3/19/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,3/23/2022,3/22/2022,33170,250,3/24/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Enviro Worm Gardening,9/16/2014,MA,33 Bartlett Farm Road,Non Perishables,Sweet,68059,3.89,30,Dinner,Campaign 2,0,1985,Graduation,Married,92533,0,19-12-2013,0,0,3
Bill,Eplett,1434,Gold,1,debit card,3/5/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,3/9/2022,3/8/2022,90020,56,3/10/2022,214-528-5656,Mary.Hill@outlook.com,Mary,Hill,Copper Kettle Farm LLC,7/13/2016,MA,3210 Hancock Rd / Rte 43,Produce,Fruits,68931,8.99,11,Drink,Campaign 1,0,1973,Graduation,Single,34853,2,23-12-2013,0,1,4
Jeremy,Lonsdale,1435,Gold,1,cash,6/25/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,6/29/2022,6/28/2022,60625,438,6/30/2022,440-604-6440,Johnny.Smith@yahoo.com,Johnny,Smith,Family Foods Superstore,8/23/2014,IN,9240 n co rd 30 w,Non Perishables,Sweet,68059,3.89,22,Snack,Campaign 4,0,1967,Graduation,Divorced,70844,2,30-10-2013,0,0,1
Ionia,Mcgrath,1436,Bronze,3,debit card,3/31/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,4/4/2022,4/3/2022,33170,330,4/5/2022,688-039-4206,Dacey.Walters@outlook.com,Dacey,Walters,Hattie Carthan Community Farmers Market,12/23/2017,OH,6615 Peters Rd,Beverage,Wine,68942,15.69,41,Drink,Campaign 2,1,1979,2n Cycle,Married,31086,2,4/5/2013,0,0,1
Jonathan,Doherty,1437,Bronze,3,check,3/21/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,3/25/2022,3/24/2022,33170,483,3/26/2022,748-412-3850,Michael.Scott@outlook.com,Michael,Scott,Hurricane Creek Farms,9/16/2014,MN,12456 Bagley Ave.,Beverage,Wine,68942,15.69,46,Drink,Campaign 2,0,1961,Graduation,Married,60544,2,25-08-2012,0,0,2
Ionia,Mcgrath,1438,Bronze,3,cash,4/18/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,4/22/2022,4/21/2022,33170,293,4/23/2022,506-956-0578,Mary.Frank@inbox.com,Mary,Frank,Beach View Farms,8/4/2014,WI,1670 Mar-El Road,Produce,Meats,69752,5.67,25,Dinner,Campaign 3,0,1986,2n Cycle,Together,20491,0,25-01-2013,0,0,1
Emily,Grady,1439,Gold,1,debit card,1/12/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,1/16/2022,1/15/2022,76110,379,1/17/2022,474-117-4947,Ainsley.Mathis@outlook.com,Ainsley,Mathis,Ridgeview Farm,7/27/2014,WI,7020 Plover Rd (Hwy. 54 E),Produce,Fruits,68931,8.99,37,Snack,Campaign 4,1,1964,Graduation,Married,42523,0,23-04-2014,0,0,6
Brad,Thomas,1440,Bronze,3,venmo,3/18/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,3/22/2022,3/21/2022,33170,40,3/23/2022,542-843-5089,Cally.Holloway@gmail.com,Cally,Holloway,Cow-U-Met Farm,9/6/2014,CA,10600 Highland Springs Ave.,Produce,Fruits,68931,8.99,43,Lunch,Campaign 3,1,1983,Graduation,Married,39922,1,14-02-2013,0,0,3
Valerie,Takahito,1441,Bronze,3,debit card,6/7/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,6/11/2022,6/10/2022,90020,360,6/12/2022,241-780-6884,Frances.Smith@gmail.com,Frances,Smith,Baker U-Pick Blueberries,10/12/2014,KS,3762 51st Rd.,Produce,Fruits,68931,8.99,47,Dinner,Campaign 4,1,1952,Graduation,Together,33402,2,18-07-2013,0,1,3
Luke,Schmidt,1442,Gold,1,check,2/23/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,2/27/2022,2/26/2022,60625,151,2/28/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Moody Family Farm,7/30/2014,IA,4241 Johnson Avenue N.W.,Produce,Meats,69752,5.67,34,Dinner,Campaign 5,1,1949,Master,Married,36408,2,21-09-2013,0,0,1
Kelly,Andreada,1443,Gold,1,check,7/1/2022,4 Union Square S,NY,10003,212-673-5388,In Transit,NULL,7/4/2022,10003,421,7/6/2022,748-412-3850,Michael.Scott@outlook.com,Michael,Scott,Hurricane Creek Farms,9/16/2014,MN,12456 Bagley Ave.,Produce,Fruits,68931,8.99,11,Lunch,Campaign 4,1,1979,Graduation,Together,21645,1,3/9/2012,0,0,8
Jason,Klamczynski,1444,Gold,1,cash,7/20/2022,4 Union Square S,NY,10003,212-673-5388,In Transit,NULL,7/23/2022,10003,497,7/25/2022,903-987-8861,Douglas.Smith@outlook.com,Douglas,Smith,Pomonok Community-Run Farmers Market,5/28/2016,CO,3424 E. Douglas Road,Produce,Meats,69752,5.67,15,Lunch,Campaign 2,1,1948,Master,Widow,78427,0,24-10-2012,0,1,3
Tracy,Hopkins,1445,Gold,1,venmo,6/25/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,6/29/2022,6/28/2022,76110,356,6/30/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Produce,Meats,69752,5.67,17,Breakfast,Campaign 5,1,1946,Graduation,Together,82657,0,27-09-2013,0,0,5
Craig,Leslie,1446,Gold,1,venmo,5/24/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,5/28/2022,5/27/2022,33170,259,5/29/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Produce,Fish,69000,10.99,19,Lunch,Campaign 2,0,1958,Graduation,Married,51876,0,15-10-2013,0,1,3
Michael,Grace,1447,Gold,1,credit card,7/20/2022,4 Union Square S,NY,10003,212-673-5388,In Transit,NULL,7/23/2022,10003,82,7/25/2022,683-062-9815,Frank.Livingston@outlook.com,Frank,Livingston,Glory Foods Supermarket,9/20/2014,IN,129 W 1800 S,Non Perishables,Sweet,68059,3.89,20,Lunch,Campaign 3,0,1971,2n Cycle,Married,78041,0,16-12-2012,0,0,1
Saphhira,Shifley,1448,Bronze,3,credit card,7/6/2022,7930 SW 104th St,FL,33156,305-969-5800,In Transit,NULL,7/9/2022,33170,206,7/11/2022,214-528-5656,Mary.Hill@outlook.com,Mary,Hill,Copper Kettle Farm LLC,7/13/2016,MA,3210 Hancock Rd / Rte 43,Non Perishables,Sweet,68059,3.89,21,Drink,Campaign 3,1,1957,Graduation,Married,52852,1,1/12/2012,0,0,2
Saphhira,Shifley,1449,Bronze,3,debit card,4/10/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,4/14/2022,4/13/2022,90020,497,4/15/2022,335-993-9247,Alma.Conley@gmail.com,Alma,Conley,Green River Farm Millspring,7/27/2014,MI,69676 Cr376 (40th Ave),Produce,Meats,69752,5.67,38,Dinner,Campaign 1,0,1982,PhD,Together,70038,0,25-10-2013,0,0,2
Laurel,Beltran,1450,Silver,2,venmo,1/18/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,1/22/2022,1/21/2022,76110,396,1/23/2022,556-914-0518,Kellie.Farmer@outlook.com,Kellie,Farmer,Green Oak Farmers and Community Market,11/8/2014,VT,15 Higley Hill,Beverage,Wine,68942,15.69,23,Dinner,Campaign 1,1,1973,2n Cycle,Together,69401,1,23-03-2014,0,0,1
Tracy,Blumstein,1451,Gold,1,debit card,1/11/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,1/15/2022,1/14/2022,60625,145,1/16/2022,367-246-5176,Kay.Sandoval@outlook.com,Kay,Sandoval,All Seasons Orchard,10/7/2015,AR,5909 Elm Springs Road,Produce,Fruits,68931,8.99,46,Dinner,Campaign 5,1,1972,Graduation,Together,46053,1,17-02-2013,0,0,5
Larry,Blacks,1452,Bronze,3,check,2/7/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,2/11/2022,2/10/2022,33170,173,2/12/2022,255-592-5290,Gillian.Maldonado@outlook.com,Gillian,Maldonado,Adams Farms,7/27/2014,VA,1876 Brooksfield Rd,Non Perishables,Sweet,68059,3.89,44,Dinner,Campaign 3,0,1965,Graduation,Married,77343,0,9/6/2014,0,0,2
Harold,Dahlen,1453,Gold,1,debit card,2/3/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,2/7/2022,2/6/2022,76110,172,2/8/2022,985-961-7606,Wayne.Hodges@gmail.com,Wayne,Hodges,Covered Bridge Farms/Shimandle Grapes,3/26/2015,MD,1015 Baugher Road,Produce,Fruits,68931,8.99,41,Drink,Campaign 2,1,1953,Graduation,Single,73892,0,13-11-2013,0,0,5
Harold,Dahlen,1454,Gold,1,cash,6/1/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,6/5/2022,6/4/2022,76110,453,6/6/2022,558-745-1032,Deanna.Goff@inbox.com,Deanna,Goff,Hattie Carthan After Church Farmers Market,6/13/2016,AR,5985 S.W. Anglin Road,Non Perishables,Sweet,68059,3.89,43,Lunch,Campaign 4,0,1967,PhD,Single,40304,1,30-09-2013,0,0,5
Richard,Bierner,1455,Bronze,3,credit card,4/6/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,4/10/2022,4/9/2022,10003,303,4/11/2022,903-987-8861,Douglas.Smith@outlook.com,Douglas,Smith,Pomonok Community-Run Farmers Market,5/28/2016,CO,3424 E. Douglas Road,Produce,Meats,69752,5.67,36,Snack,Campaign 3,1,1965,PhD,Together,32727,0,28-08-2012,0,0,3
Jim,Kriz,1456,Bronze,3,credit card,6/7/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,6/11/2022,6/10/2022,60625,210,6/12/2022,612-840-4306,Natalie.Spencer@gmail.com,Natalie,Spencer,Hawkins Organic,9/24/2018,NY,3275 Cold Springs Road,Beverage,Wine,68942,15.69,47,Lunch,Campaign 4,0,1969,Graduation,Together,68695,0,25-06-2014,0,0,1
Tiffany,House,1457,Silver,2,debit card,1/11/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,1/15/2022,1/14/2022,60625,14,1/16/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Ka-La Healing Garden Center,7/30/2014,MI,849 N. Aurelius Road,Non Perishables,Sweet,68059,3.89,30,Lunch,Campaign 3,0,1971,Graduation,Divorced,43300,1,13-10-2012,0,1,2
